"SYMBOL_CODE","Date","TRADE_VOLUME","TRADE_VALUE","TRADE_COUNT","Open","HIGH_PRICE","LOW_PRICE","Close"
"EGS33041C012",05/12/13 12:00 AM,5213,111751.66,9,21.4,21.5,21.35,21.44
"EGS33041C012",05/13/13 12:00 AM,18047,386534.6,20,21.44,21.8,21.35,21.42
"EGS33041C012",05/15/13 12:00 AM,17616,381605.95,36,20.83,22.14,20.83,21.66
"EGS33041C012",05/16/13 12:00 AM,3335,73197.2,8,22,22,21.71,21.95
"EGS33041C012",05/20/13 12:00 AM,5500,119350,7,21.7,21.7,21.7,21.7
"EGS33041C012",05/21/13 12:00 AM,16710,367196.93,21,21.95,22,21.6,21.97
"EGS33041C012",05/22/13 12:00 AM,65271,1435866.37,54,21.35,22,21.35,22
"EGS33041C012",05/23/13 12:00 AM,49616,1091784.29,24,21.57,22.29,21.57,22
"EGS33041C012",05/26/13 12:00 AM,66695,1467290,7,22,22,22,22
"EGS33041C012",05/27/13 12:00 AM,11500,253000,5,22,22,22,22
"EGS33041C012",05/28/13 12:00 AM,1217,26429,3,21.51,22,21.5,21.72
"EGS33041C012",05/29/13 12:00 AM,1395,30672,6,21.6,22,21.6,21.99
"EGS33041C012",05/30/13 12:00 AM,12428,281925.54,40,22.25,23.7,22.25,22.68
"EGS33041C012",06/02/13 12:00 AM,1810,40910,4,22.61,22.61,22.6,22.6
"EGS33041C012",06/03/13 12:00 AM,665220,15028567,27,22.6,22.6,22,22.59
"EGS33041C012",06/04/13 12:00 AM,36620,805610.7,30,21.9,22,21.9,22
"EGS33041C012",06/05/13 12:00 AM,1600,35190,4,21.99,22,21.99,21.99
"EGS33041C012",06/06/13 12:00 AM,4033,87067.42,19,21.11,22,21,21.59
"EGS33041C012",06/09/13 12:00 AM,3000,63955.9,5,21.25,21.96,21.25,21.32
"EGS33041C012",06/10/13 12:00 AM,17797,374315.92,48,21.35,21.35,20.5,21.03
"EGS33041C012",06/11/13 12:00 AM,171552,3602476.1,27,21,21,20.12,21
"EGS33041C012",06/12/13 12:00 AM,330161,6824261.73,30,21,21.54,20.02,20.67
"EGS33041C012",06/13/13 12:00 AM,35769,751352.65,14,21,21.4,20.5,21.01
"EGS33041C012",06/16/13 12:00 AM,8500,178215,9,20.5,21,20.5,20.97
"EGS33041C012",06/17/13 12:00 AM,80779,1677609,20,20.75,21,20.75,20.77
"EGS33041C012",06/18/13 12:00 AM,4000,83996.79,6,21,21,20.99,21
"EGS33041C012",06/19/13 12:00 AM,102074,2092630.3,32,20.5,20.8,20.5,20.5
"EGS33041C012",06/20/13 12:00 AM,103110,2113733,8,20.5,20.5,20.06,20.5
"EGS33041C012",06/23/13 12:00 AM,3811,76379.95,6,20.07,20.5,20,20.04
"EGS33041C012",06/24/13 12:00 AM,149315,2925449.27,48,20.03,20.03,19.11,19.59
"EGS33041C012",06/25/13 12:00 AM,114054,2269733.62,43,19.99,20,19.54,19.9
"EGS33041C012",06/26/13 12:00 AM,6200,123970,15,20,20,19.99,20
"EGS33041C012",06/27/13 12:00 AM,7100,141980,10,20,20,19.8,20
"EGS33041C012",06/30/13 12:00 AM,34311,708777.62,48,19.8,21,19.41,20.66
"EGS33041C012",07/02/13 12:00 AM,55130,1141936.08,95,21,21.1,19.8,20.71
"EGS33041C012",07/03/13 12:00 AM,61818,1228869.19,135,20.5,20.5,19.5,19.88
"EGS33041C012",07/04/13 12:00 AM,286302,6255639.67,196,20.89,21.86,20.89,21.85
"EGS33041C012",07/07/13 12:00 AM,4913,104912.77,21,21.54,21.54,20.53,21.35
"EGS33041C012",07/08/13 12:00 AM,77750,1550822.75,169,21,21,19.5,19.95
"EGS33041C012",07/09/13 12:00 AM,420757,8415030.48,439,20.3,20.5,19.72,20
"EGS33041C012",07/10/13 12:00 AM,91822,1843034.93,50,20.05,20.55,20,20.07
"EGS33041C012",07/11/13 12:00 AM,60050,1195597,59,20.03,20.03,19.55,19.91
"EGS33041C012",07/14/13 12:00 AM,25183,503429.69,35,19.75,20.24,19.75,19.99
"EGS33041C012",07/15/13 12:00 AM,325053,6501027.2,127,19.99,20.05,19.8,20
"EGS33041C012",07/16/13 12:00 AM,117535,2350435.95,68,19.99,20,19.91,20
"EGS33041C012",07/17/13 12:00 AM,34054,680680.85,40,20.01,20.4,19.72,19.99
"EGS33041C012",07/18/13 12:00 AM,13877,275871.51,45,19.99,20,19.66,19.88
"EGS33041C012",07/21/13 12:00 AM,32019,639976.06,52,20,20.02,19.8,19.99
"EGS33041C012",07/22/13 12:00 AM,24484,487474.99,97,20.06,20.06,19.69,19.91
"EGS33041C012",07/24/13 12:00 AM,52543,1005671.69,109,19.66,19.71,18.9,19.14
"EGS33041C012",07/25/13 12:00 AM,22061,430118.6,66,19.44,20,19.01,19.5
"EGS33041C012",07/28/13 12:00 AM,34476,660953.08,51,19.77,19.95,19,19.17
